,date,close,daily change,daily change pct,high to date,off from high
17177,1996-06-07,673.3099980000002,0.28,0.042,678.51001,-0.766
17178,1996-06-10,672.159973,-1.15,-0.171,678.51001,-0.936
17179,1996-06-11,670.969971,-1.19,-0.177,678.51001,-1.111
17180,1996-06-12,669.039978,-1.93,-0.288,678.51001,-1.396
17181,1996-06-13,667.919983,-1.12,-0.167,678.51001,-1.561
17182,1996-06-14,665.849976,-2.07,-0.31,678.51001,-1.866
17183,1996-06-17,665.159973,-0.69,-0.104,678.51001,-1.968
17184,1996-06-18,662.0599980000002,-3.1,-0.466,678.51001,-2.424
17185,1996-06-19,661.960022,-0.1,-0.015,678.51001,-2.439
17186,1996-06-20,662.099976,0.14,0.021,678.51001,-2.419
17187,1996-06-21,666.840027,4.7401,0.716,678.51001,-1.72
17188,1996-06-24,668.849976,2.0099,0.301,678.51001,-1.424
17189,1996-06-25,668.47998,-0.37,-0.055,678.51001,-1.478
17190,1996-06-26,664.3900150000002,-4.09,-0.612,678.51001,-2.081
17191,1996-06-27,668.549988,4.16,0.626,678.51001,-1.468
17192,1996-06-28,670.630005,2.08,0.311,678.51001,-1.161
17193,1996-07-01,675.880005,5.25,0.783,678.51001,-0.388
17194,1996-07-02,673.6099849999998,-2.27,-0.336,678.51001,-0.722
17195,1996-07-03,672.400024,-1.21,-0.18,678.51001,-0.901
17196,1996-07-05,657.4400019999998,-14.96,-2.225,678.51001,-3.105
17197,1996-07-08,652.539978,-4.9,-0.745,678.51001,-3.828
17198,1996-07-09,654.75,2.21,0.339,678.51001,-3.502
17199,1996-07-10,656.0599980000002,1.31,0.2,678.51001,-3.309
17200,1996-07-11,645.669983,-10.39,-1.584,678.51001,-4.84
17201,1996-07-12,646.1900019999998,0.52,0.081,678.51001,-4.763
17202,1996-07-15,629.799988,-16.39,-2.536,678.51001,-7.179
17203,1996-07-16,628.369995,-1.43,-0.227,678.51001,-7.39
17204,1996-07-17,634.070007,5.7,0.907,678.51001,-6.55
17205,1996-07-18,643.5599980000002,9.49,1.497,678.51001,-5.151
17206,1996-07-19,638.72998,-4.83,-0.751,678.51001,-5.863
17207,1996-07-22,633.77002,-4.96,-0.777,678.51001,-6.594
17208,1996-07-23,626.869995,-6.9,-1.089,678.51001,-7.611
17209,1996-07-24,626.650024,-0.22,-0.035,678.51001,-7.643
17210,1996-07-25,631.169983,4.52,0.721,678.51001,-6.977
17211,1996-07-26,635.900024,4.73,0.749,678.51001,-6.28
17212,1996-07-29,630.909973,-4.9901,-0.785,678.51001,-7.015
17213,1996-07-30,635.26001,4.35,0.689,678.51001,-6.374
17214,1996-07-31,639.950012,4.69,0.738,678.51001,-5.683
17215,1996-08-01,650.02002,10.07,1.574,678.51001,-4.199
17216,1996-08-02,662.48999,12.47,1.918,678.51001,-2.361
17217,1996-08-05,660.22998,-2.26,-0.341,678.51001,-2.694
17218,1996-08-06,662.380005,2.15,0.326,678.51001,-2.377
17219,1996-08-07,664.159973,1.78,0.269,678.51001,-2.115
17220,1996-08-08,662.590027,-1.5699,-0.236,678.51001,-2.346
17221,1996-08-09,662.099976,-0.4901,-0.074,678.51001,-2.419
17222,1996-08-12,665.77002,3.67,0.554,678.51001,-1.878
17223,1996-08-13,660.200012,-5.57,-0.837,678.51001,-2.699
17224,1996-08-14,662.049988,1.85,0.28,678.51001,-2.426
17225,1996-08-15,662.280029,0.23,0.035,678.51001,-2.392
17226,1996-08-16,665.210022,2.93,0.442,678.51001,-1.96
17227,1996-08-19,666.580017,1.37,0.206,678.51001,-1.758
17228,1996-08-20,665.6900019999998,-0.89,-0.134,678.51001,-1.889
17229,1996-08-21,665.070007,-0.62,-0.093,678.51001,-1.981
17230,1996-08-22,670.679993,5.61,0.844,678.51001,-1.154
17231,1996-08-23,667.030029,-3.65,-0.544,678.51001,-1.692
17232,1996-08-26,663.880005,-3.15,-0.472,678.51001,-2.156
17233,1996-08-27,666.400024,2.52,0.38,678.51001,-1.785
17234,1996-08-28,664.8099980000002,-1.59,-0.239,678.51001,-2.019
17235,1996-08-29,657.400024,-7.41,-1.115,678.51001,-3.111
17236,1996-08-30,651.98999,-5.41,-0.823,678.51001,-3.909
17237,1996-09-03,654.719971,2.73,0.419,678.51001,-3.506
17238,1996-09-04,655.6099849999998,0.89,0.136,678.51001,-3.375
17239,1996-09-05,649.4400019999998,-6.17,-0.941,678.51001,-4.284
17240,1996-09-06,655.679993,6.24,0.961,678.51001,-3.365
17241,1996-09-09,663.76001,8.08,1.232,678.51001,-2.174
17242,1996-09-10,663.8099980000002,0.05,0.008,678.51001,-2.167
17243,1996-09-11,667.280029,3.47,0.523,678.51001,-1.655
17244,1996-09-12,671.150024,3.87,0.58,678.51001,-1.085
17245,1996-09-13,680.539978,9.39,1.399,680.539978,0.0
17246,1996-09-16,683.97998,3.44,0.505,683.97998,0.0
17247,1996-09-17,682.9400019999998,-1.04,-0.152,683.97998,-0.152
17248,1996-09-18,681.469971,-1.47,-0.215,683.97998,-0.367
17249,1996-09-19,683.0,1.53,0.225,683.97998,-0.143
17250,1996-09-20,687.030029,4.03,0.59,687.030029,0.0
17251,1996-09-23,686.47998,-0.55,-0.08,687.030029,-0.08
17252,1996-09-24,685.6099849999998,-0.87,-0.127,687.030029,-0.207
17253,1996-09-25,685.830017,0.22,0.032,687.030029,-0.175
17254,1996-09-26,685.8599849999998,0.03,0.004,687.030029,-0.17
17255,1996-09-27,686.1900019999998,0.33,0.048,687.030029,-0.122
17256,1996-09-30,687.330017,1.14,0.166,687.330017,0.0
17257,1996-10-01,689.080017,1.75,0.255,689.080017,0.0
17258,1996-10-02,694.01001,4.93,0.715,694.01001,0.0
17259,1996-10-03,692.780029,-1.23,-0.177,694.01001,-0.177
17260,1996-10-04,701.460022,8.68,1.253,701.460022,0.0
17261,1996-10-07,703.340027,1.88,0.268,703.340027,0.0
17262,1996-10-08,700.6400150000002,-2.7,-0.384,703.340027,-0.384
17263,1996-10-09,696.73999,-3.9,-0.557,703.340027,-0.938
17264,1996-10-10,694.6099849999998,-2.13,-0.306,703.340027,-1.241
17265,1996-10-11,700.659973,6.05,0.871,703.340027,-0.381
17266,1996-10-14,703.539978,2.88,0.411,703.539978,0.0
17267,1996-10-15,702.570007,-0.97,-0.138,703.539978,-0.138
17268,1996-10-16,704.409973,1.84,0.262,704.409973,0.0
17269,1996-10-17,706.98999,2.58,0.366,706.98999,0.0
17270,1996-10-18,710.820007,3.83,0.542,710.820007,0.0
17271,1996-10-21,709.849976,-0.97,-0.136,710.820007,-0.136
17272,1996-10-22,706.570007,-3.28,-0.462,710.820007,-0.598
17273,1996-10-23,707.27002,0.7,0.099,710.820007,-0.499
17274,1996-10-24,702.289978,-4.98,-0.704,710.820007,-1.2
17275,1996-10-25,700.919983,-1.37,-0.195,710.820007,-1.393
17276,1996-10-28,697.26001,-3.66,-0.522,710.820007,-1.908
17277,1996-10-29,701.5,4.24,0.608,710.820007,-1.311
17278,1996-10-30,700.900024,-0.6,-0.086,710.820007,-1.396
17279,1996-10-31,705.27002,4.37,0.623,710.820007,-0.781
17280,1996-11-01,703.77002,-1.5,-0.213,710.820007,-0.992
17281,1996-11-04,706.72998,2.96,0.421,710.820007,-0.575
17282,1996-11-05,714.1400150000002,7.41,1.048,714.1400150000002,0.0
17283,1996-11-06,724.590027,10.45,1.463,724.590027,0.0
17284,1996-11-07,727.650024,3.06,0.422,727.650024,0.0
17285,1996-11-08,730.820007,3.17,0.436,730.820007,0.0
17286,1996-11-11,731.869995,1.05,0.144,731.869995,0.0
17287,1996-11-12,729.5599980000002,-2.31,-0.316,731.869995,-0.316
17288,1996-11-13,731.130005,1.57,0.215,731.869995,-0.101
17289,1996-11-14,735.880005,4.75,0.65,735.880005,0.0
17290,1996-11-15,737.619995,1.74,0.236,737.619995,0.0
17291,1996-11-18,737.02002,-0.6,-0.081,737.619995,-0.081
17292,1996-11-19,742.159973,5.14,0.697,742.159973,0.0
17293,1996-11-20,743.950012,1.79,0.241,743.950012,0.0
17294,1996-11-21,742.75,-1.2,-0.161,743.950012,-0.161
17295,1996-11-22,748.72998,5.98,0.805,748.72998,0.0
17296,1996-11-25,757.030029,8.3,1.109,757.030029,0.0
17297,1996-11-26,755.960022,-1.07,-0.141,757.030029,-0.141
17298,1996-11-27,755.0,-0.96,-0.127,757.030029,-0.268
17299,1996-11-29,757.02002,2.02,0.268,757.030029,-0.001
17300,1996-12-02,756.5599980000002,-0.46,-0.061,757.030029,-0.062
17301,1996-12-03,748.280029,-8.28,-1.094,757.030029,-1.156
17302,1996-12-04,745.099976,-3.1801,-0.425,757.030029,-1.576
17303,1996-12-05,744.380005,-0.72,-0.097,757.030029,-1.671
17304,1996-12-06,739.599976,-4.78,-0.642,757.030029,-2.302
17305,1996-12-09,749.76001,10.16,1.374,757.030029,-0.96
17306,1996-12-10,747.539978,-2.22,-0.296,757.030029,-1.254
17307,1996-12-11,740.72998,-6.81,-0.911,757.030029,-2.153
17308,1996-12-12,729.299988,-11.43,-1.543,757.030029,-3.663
17309,1996-12-13,728.6400150000002,-0.66,-0.09,757.030029,-3.75
17310,1996-12-16,720.97998,-7.66,-1.051,757.030029,-4.762
17311,1996-12-17,726.039978,5.06,0.702,757.030029,-4.094
17312,1996-12-18,731.539978,5.5,0.758,757.030029,-3.367
17313,1996-12-19,745.76001,14.22,1.944,757.030029,-1.489
17314,1996-12-20,748.869995,3.11,0.417,757.030029,-1.078
17315,1996-12-23,746.919983,-1.95,-0.26,757.030029,-1.335
17316,1996-12-24,751.030029,4.11,0.55,757.030029,-0.793
17317,1996-12-26,755.820007,4.79,0.638,757.030029,-0.16
17318,1996-12-27,756.789978,0.97,0.128,757.030029,-0.032
17319,1996-12-30,753.849976,-2.94,-0.388,757.030029,-0.42
17320,1996-12-31,740.73999,-13.11,-1.739,757.030029,-2.152
17321,1997-01-02,737.01001,-3.73,-0.504,757.030029,-2.645
17322,1997-01-03,748.030029,11.02,1.495,757.030029,-1.189
17323,1997-01-06,747.650024,-0.38,-0.051,757.030029,-1.239
17324,1997-01-07,753.22998,5.58,0.746,757.030029,-0.502
17325,1997-01-08,748.409973,-4.82,-0.64,757.030029,-1.139
17326,1997-01-09,754.849976,6.44,0.86,757.030029,-0.288
17327,1997-01-10,759.5,4.65,0.616,759.5,0.0
17328,1997-01-13,759.51001,0.01,0.001,759.51001,0.0
17329,1997-01-14,768.8599849999998,9.35,1.231,768.8599849999998,0.0
17330,1997-01-15,767.200012,-1.66,-0.216,768.8599849999998,-0.216
17331,1997-01-16,769.75,2.55,0.332,769.75,0.0
17332,1997-01-17,776.169983,6.42,0.834,776.169983,0.0
17333,1997-01-20,776.700012,0.53,0.068,776.700012,0.0
17334,1997-01-21,782.719971,6.02,0.775,782.719971,0.0
17335,1997-01-22,786.22998,3.51,0.448,786.22998,0.0
17336,1997-01-23,777.5599980000002,-8.67,-1.103,786.22998,-1.103
17337,1997-01-24,770.52002,-7.04,-0.905,786.22998,-1.998
17338,1997-01-27,765.02002,-5.5,-0.714,786.22998,-2.698
17339,1997-01-28,765.02002,0.0,0.0,786.22998,-2.698
17340,1997-01-29,772.5,7.48,0.978,786.22998,-1.746
17341,1997-01-30,784.169983,11.67,1.511,786.22998,-0.262
17342,1997-01-31,786.159973,1.99,0.254,786.22998,-0.009
17343,1997-02-03,786.72998,0.57,0.073,786.72998,0.0
17344,1997-02-04,789.26001,2.53,0.322,789.26001,0.0
17345,1997-02-05,778.280029,-10.98,-1.391,789.26001,-1.391
17346,1997-02-06,780.150024,1.87,0.24,789.26001,-1.154
17347,1997-02-07,789.5599980000002,9.41,1.206,789.5599980000002,0.0
17348,1997-02-10,785.429993,-4.13,-0.523,789.5599980000002,-0.523
17349,1997-02-11,789.590027,4.16,0.53,789.590027,0.0
17350,1997-02-12,802.77002,13.18,1.669,802.77002,0.0
17351,1997-02-13,811.820007,9.05,1.127,811.820007,0.0
17352,1997-02-14,808.47998,-3.34,-0.411,811.820007,-0.411
17353,1997-02-18,816.289978,7.81,0.966,816.289978,0.0
17354,1997-02-19,812.48999,-3.8,-0.466,816.289978,-0.466
17355,1997-02-20,802.799988,-9.69,-1.193,816.289978,-1.653
17356,1997-02-21,801.77002,-1.03,-0.128,816.289978,-1.779
17357,1997-02-24,810.280029,8.51,1.061,816.289978,-0.736
17358,1997-02-25,812.030029,1.75,0.216,816.289978,-0.522
17359,1997-02-26,805.679993,-6.35,-0.782,816.289978,-1.3
17360,1997-02-27,795.070007,-10.61,-1.317,816.289978,-2.6
17361,1997-02-28,790.820007,-4.25,-0.535,816.289978,-3.12
17362,1997-03-03,795.3099980000002,4.49,0.568,816.289978,-2.57
17363,1997-03-04,790.950012,-4.36,-0.548,816.289978,-3.104
17364,1997-03-05,801.98999,11.04,1.396,816.289978,-1.752
17365,1997-03-06,798.5599980000002,-3.43,-0.428,816.289978,-2.172
17366,1997-03-07,804.969971,6.41,0.803,816.289978,-1.387
17367,1997-03-10,813.650024,8.6801,1.078,816.289978,-0.323
17368,1997-03-11,811.340027,-2.31,-0.284,816.289978,-0.606
17369,1997-03-12,804.26001,-7.08,-0.873,816.289978,-1.474
17370,1997-03-13,789.5599980000002,-14.7,-1.828,816.289978,-3.275
17371,1997-03-14,793.169983,3.61,0.457,816.289978,-2.832
17372,1997-03-17,795.710022,2.54,0.32,816.289978,-2.521
17373,1997-03-18,789.659973,-6.05,-0.76,816.289978,-3.262
17374,1997-03-19,785.77002,-3.89,-0.493,816.289978,-3.739
17375,1997-03-20,782.650024,-3.12,-0.397,816.289978,-4.121
17376,1997-03-21,784.099976,1.45,0.185,816.289978,-3.943
17377,1997-03-24,790.8900150000002,6.79,0.866,816.289978,-3.112
17378,1997-03-25,789.070007,-1.82,-0.23,816.289978,-3.335
17379,1997-03-26,790.5,1.43,0.181,816.289978,-3.159
17380,1997-03-27,773.880005,-16.62,-2.102,816.289978,-5.195
17381,1997-03-31,757.119995,-16.76,-2.166,816.289978,-7.249
17382,1997-04-01,759.6400150000002,2.52,0.333,816.289978,-6.94
17383,1997-04-02,750.1099849999998,-9.53,-1.255,816.289978,-8.107
17384,1997-04-03,750.320007,0.21,0.028,816.289978,-8.082
17385,1997-04-04,757.900024,7.58,1.01,816.289978,-7.153
17386,1997-04-07,762.130005,4.23,0.558,816.289978,-6.635
17387,1997-04-08,766.119995,3.99,0.524,816.289978,-6.146
17388,1997-04-09,760.599976,-5.52,-0.721,816.289978,-6.822
17389,1997-04-10,758.340027,-2.2599,-0.297,816.289978,-7.099
17390,1997-04-11,737.650024,-20.69,-2.728,816.289978,-9.634
17391,1997-04-14,743.72998,6.08,0.824,816.289978,-8.889
17392,1997-04-15,754.719971,10.99,1.478,816.289978,-7.543
17393,1997-04-16,763.530029,8.8101,1.167,816.289978,-6.463
17394,1997-04-17,761.77002,-1.76,-0.231,816.289978,-6.679
17395,1997-04-18,766.340027,4.57,0.6,816.289978,-6.119
17396,1997-04-21,760.369995,-5.97,-0.779,816.289978,-6.851
17397,1997-04-22,774.6099849999998,14.24,1.873,816.289978,-5.106
17398,1997-04-23,773.6400150000002,-0.97,-0.125,816.289978,-5.225
17399,1997-04-24,771.179993,-2.46,-0.318,816.289978,-5.526
17400,1997-04-25,765.369995,-5.81,-0.753,816.289978,-6.238
17401,1997-04-28,772.960022,7.59,0.992,816.289978,-5.308
17402,1997-04-29,794.049988,21.09,2.728,816.289978,-2.725
17403,1997-04-30,801.340027,7.29,0.918,816.289978,-1.831
17404,1997-05-01,798.530029,-2.81,-0.351,816.289978,-2.176
17405,1997-05-02,812.969971,14.4399,1.808,816.289978,-0.407
17406,1997-05-05,830.289978,17.32,2.13,830.289978,0.0
17407,1997-05-06,827.76001,-2.53,-0.305,830.289978,-0.305
17408,1997-05-07,815.619995,-12.14,-1.467,830.289978,-1.767
17409,1997-05-08,820.26001,4.64,0.569,830.289978,-1.208
17410,1997-05-09,824.780029,4.52,0.551,830.289978,-0.664
17411,1997-05-12,837.659973,12.8799,1.562,837.659973,0.0
17412,1997-05-13,833.130005,-4.53,-0.541,837.659973,-0.541
17413,1997-05-14,836.039978,2.91,0.349,837.659973,-0.193
17414,1997-05-15,841.8800050000001,5.84,0.699,841.8800050000001,0.0
17415,1997-05-16,829.75,-12.13,-1.441,841.8800050000001,-1.441
17416,1997-05-19,833.27002,3.52,0.424,841.8800050000001,-1.023
17417,1997-05-20,841.659973,8.39,1.007,841.8800050000001,-0.026
17418,1997-05-21,839.349976,-2.31,-0.274,841.8800050000001,-0.301
17419,1997-05-22,835.659973,-3.69,-0.44,841.8800050000001,-0.739
17420,1997-05-23,847.0300289999999,11.3701,1.361,847.0300289999999,0.0
17421,1997-05-27,849.7100220000002,2.68,0.316,849.7100220000002,0.0
17422,1997-05-28,847.2100220000002,-2.5,-0.294,849.7100220000002,-0.294
17423,1997-05-29,844.080017,-3.13,-0.369,849.7100220000002,-0.663
17424,1997-05-30,848.2800289999999,4.2,0.498,849.7100220000002,-0.168
17425,1997-06-02,846.3599849999998,-1.92,-0.226,849.7100220000002,-0.394
17426,1997-06-03,845.4799800000002,-0.88,-0.104,849.7100220000002,-0.498
17427,1997-06-04,840.1099849999998,-5.37,-0.635,849.7100220000002,-1.13
17428,1997-06-05,843.429993,3.32,0.395,849.7100220000002,-0.739
17429,1997-06-06,858.01001,14.58,1.729,858.01001,0.0
17430,1997-06-09,862.909973,4.9,0.571,862.909973,0.0
17431,1997-06-10,865.2700199999998,2.36,0.273,865.2700199999998,0.0
17432,1997-06-11,869.570007,4.3,0.497,869.570007,0.0
17433,1997-06-12,883.4600220000002,13.89,1.597,883.4600220000002,0.0
17434,1997-06-13,893.2700199999998,9.81,1.11,893.2700199999998,0.0
17435,1997-06-16,893.900024,0.63,0.071,893.900024,0.0
17436,1997-06-17,894.419983,0.52,0.058,894.419983,0.0
17437,1997-06-18,889.0599980000002,-5.36,-0.599,894.419983,-0.599
17438,1997-06-19,897.98999,8.93,1.004,897.98999,0.0
17439,1997-06-20,898.7000119999999,0.71,0.079,898.7000119999999,0.0
17440,1997-06-23,878.6199949999999,-20.08,-2.234,898.7000119999999,-2.234
17441,1997-06-24,896.340027,17.72,2.017,898.7000119999999,-0.263
17442,1997-06-25,888.98999,-7.35,-0.82,898.7000119999999,-1.08
17443,1997-06-26,883.679993,-5.31,-0.597,898.7000119999999,-1.671
17444,1997-06-27,887.2999880000001,3.62,0.41,898.7000119999999,-1.269
17445,1997-06-30,885.1400150000002,-2.16,-0.243,898.7000119999999,-1.509
17446,1997-07-01,891.0300289999999,5.89,0.665,898.7000119999999,-0.853
17447,1997-07-02,904.030029,13.0,1.459,904.030029,0.0
17448,1997-07-03,916.919983,12.89,1.426,916.919983,0.0
17449,1997-07-07,912.200012,-4.72,-0.515,916.919983,-0.515
17450,1997-07-08,918.75,6.55,0.718,918.75,0.0
17451,1997-07-09,907.539978,-11.21,-1.22,918.75,-1.22
17452,1997-07-10,913.780029,6.2401,0.688,918.75,-0.541
17453,1997-07-11,916.679993,2.9,0.317,918.75,-0.225
17454,1997-07-14,918.380005,1.7,0.185,918.75,-0.04
17455,1997-07-15,925.76001,7.38,0.804,925.76001,0.0
17456,1997-07-16,936.590027,10.83,1.17,936.590027,0.0
17457,1997-07-17,931.609985,-4.98,-0.532,936.590027,-0.532
17458,1997-07-18,915.299988,-16.31,-1.751,936.590027,-2.273
17459,1997-07-21,912.940002,-2.36,-0.258,936.590027,-2.525
17460,1997-07-22,933.97998,21.04,2.305,936.590027,-0.279
17461,1997-07-23,936.559998,2.58,0.276,936.590027,-0.003
17462,1997-07-24,940.299988,3.74,0.399,940.299988,0.0
17463,1997-07-25,938.789978,-1.51,-0.161,940.299988,-0.161
17464,1997-07-28,936.450012,-2.34,-0.249,940.299988,-0.409
17465,1997-07-29,942.289978,5.84,0.624,942.289978,0.0
17466,1997-07-30,952.289978,10.0,1.061,952.289978,0.0
17467,1997-07-31,954.309998,2.02,0.212,954.309998,0.0
17468,1997-08-01,947.140015,-7.17,-0.751,954.309998,-0.751
17469,1997-08-04,950.299988,3.16,0.334,954.309998,-0.42
17470,1997-08-05,952.369995,2.07,0.218,954.309998,-0.203
17471,1997-08-06,960.320007,7.95,0.835,960.320007,0.0
17472,1997-08-07,951.190002,-9.13,-0.951,960.320007,-0.951
17473,1997-08-08,933.539978,-17.65,-1.856,960.320007,-2.789
17474,1997-08-11,937.0,3.46,0.371,960.320007,-2.428
17475,1997-08-12,926.530029,-10.47,-1.117,960.320007,-3.519
17476,1997-08-13,922.02002,-4.51,-0.487,960.320007,-3.988
17477,1997-08-14,924.77002,2.75,0.298,960.320007,-3.702
17478,1997-08-15,900.809998,-23.96,-2.591,960.320007,-6.197
17479,1997-08-18,912.48999,11.68,1.297,960.320007,-4.981
17480,1997-08-19,926.01001,13.52,1.482,960.320007,-3.573
17481,1997-08-20,939.349976,13.34,1.441,960.320007,-2.184
17482,1997-08-21,925.049988,-14.3,-1.522,960.320007,-3.673
17483,1997-08-22,923.539978,-1.51,-0.163,960.320007,-3.83
17484,1997-08-25,920.159973,-3.38,-0.366,960.320007,-4.182
17485,1997-08-26,913.02002,-7.14,-0.776,960.320007,-4.925
17486,1997-08-27,913.700012,0.68,0.074,960.320007,-4.855
17487,1997-08-28,903.669983,-10.03,-1.098,960.320007,-5.899
17488,1997-08-29,899.4699710000001,-4.2,-0.465,960.320007,-6.336
17489,1997-09-02,927.580017,28.11,3.125,960.320007,-3.409
17490,1997-09-03,927.859985,0.28,0.03,960.320007,-3.38
17491,1997-09-04,930.869995,3.01,0.324,960.320007,-3.067
17492,1997-09-05,929.049988,-1.82,-0.196,960.320007,-3.256
17493,1997-09-08,931.200012,2.15,0.231,960.320007,-3.032
17494,1997-09-09,933.619995,2.42,0.26,960.320007,-2.78
17495,1997-09-10,919.030029,-14.59,-1.563,960.320007,-4.3
17496,1997-09-11,912.590027,-6.44,-0.701,960.320007,-4.97
17497,1997-09-12,923.909973,11.3199,1.24,960.320007,-3.791
17498,1997-09-15,919.77002,-4.14,-0.448,960.320007,-4.223
17499,1997-09-16,945.640015,25.87,2.813,960.320007,-1.529
17500,1997-09-17,943.0,-2.64,-0.279,960.320007,-1.804
17501,1997-09-18,947.289978,4.29,0.455,960.320007,-1.357
17502,1997-09-19,950.51001,3.22,0.34,960.320007,-1.022
17503,1997-09-22,955.429993,4.92,0.518,960.320007,-0.509
17504,1997-09-23,951.929993,-3.5,-0.366,960.320007,-0.874
17505,1997-09-24,944.47998,-7.45,-0.783,960.320007,-1.649
17506,1997-09-25,937.909973,-6.57,-0.696,960.320007,-2.334
17507,1997-09-26,945.219971,7.31,0.779,960.320007,-1.572
17508,1997-09-29,953.340027,8.1201,0.859,960.320007,-0.727
17509,1997-09-30,947.280029,-6.06,-0.636,960.320007,-1.358
17510,1997-10-01,955.409973,8.1299,0.858,960.320007,-0.511
17511,1997-10-02,960.460022,5.05,0.529,960.460022,0.0
17512,1997-10-03,965.030029,4.57,0.476,965.030029,0.0
17513,1997-10-06,972.690002,7.66,0.794,972.690002,0.0
17514,1997-10-07,983.119995,10.43,1.072,983.119995,0.0
17515,1997-10-08,973.840027,-9.28,-0.944,983.119995,-0.944
17516,1997-10-09,970.619995,-3.22,-0.331,983.119995,-1.271
17517,1997-10-10,966.97998,-3.64,-0.375,983.119995,-1.642
17518,1997-10-13,968.099976,1.12,0.116,983.119995,-1.528
17519,1997-10-14,970.280029,2.1801,0.225,983.119995,-1.306
17520,1997-10-15,965.719971,-4.5601,-0.47,983.119995,-1.77
17521,1997-10-16,955.25,-10.47,-1.084,983.119995,-2.835
17522,1997-10-17,944.159973,-11.09,-1.161,983.119995,-3.963
17523,1997-10-20,955.609985,11.45,1.213,983.119995,-2.798
17524,1997-10-21,972.280029,16.67,1.744,983.119995,-1.103
17525,1997-10-22,968.48999,-3.79,-0.39,983.119995,-1.488
17526,1997-10-23,950.690002,-17.8,-1.838,983.119995,-3.299
17527,1997-10-24,941.640015,-9.05,-0.952,983.119995,-4.219
17528,1997-10-27,876.98999,-64.65,-6.866,983.119995,-10.795
17529,1997-10-28,921.849976,44.86,5.115,983.119995,-6.232
17530,1997-10-29,919.159973,-2.69,-0.292,983.119995,-6.506
17531,1997-10-30,903.679993,-15.48,-1.684,983.119995,-8.08
17532,1997-10-31,914.619995,10.94,1.211,983.119995,-6.968
17533,1997-11-03,938.98999,24.37,2.664,983.119995,-4.489
17534,1997-11-04,940.76001,1.77,0.189,983.119995,-4.309
17535,1997-11-05,942.76001,2.0,0.213,983.119995,-4.105
17536,1997-11-06,938.030029,-4.73,-0.502,983.119995,-4.586
17537,1997-11-07,927.51001,-10.52,-1.122,983.119995,-5.656
17538,1997-11-10,921.130005,-6.38,-0.688,983.119995,-6.305
17539,1997-11-11,923.780029,2.65,0.288,983.119995,-6.036
17540,1997-11-12,905.960022,-17.82,-1.929,983.119995,-7.848
17541,1997-11-13,916.659973,10.7,1.181,983.119995,-6.76
17542,1997-11-14,928.349976,11.69,1.275,983.119995,-5.571
17543,1997-11-17,946.200012,17.85,1.923,983.119995,-3.755
17544,1997-11-18,938.22998,-7.97,-0.842,983.119995,-4.566
17545,1997-11-19,944.590027,6.36,0.678,983.119995,-3.919
17546,1997-11-20,958.97998,14.39,1.523,983.119995,-2.455
17547,1997-11-21,963.090027,4.11,0.429,983.119995,-2.037
17548,1997-11-24,946.669983,-16.42,-1.705,983.119995,-3.708
17549,1997-11-25,950.820007,4.15,0.438,983.119995,-3.285
17550,1997-11-26,951.640015,0.82,0.086,983.119995,-3.202
17551,1997-11-28,955.400024,3.76,0.395,983.119995,-2.82
17552,1997-12-01,974.77002,19.37,2.027,983.119995,-0.849
17553,1997-12-02,971.679993,-3.09,-0.317,983.119995,-1.164
17554,1997-12-03,976.77002,5.09,0.524,983.119995,-0.646
17555,1997-12-04,973.099976,-3.67,-0.376,983.119995,-1.019
17556,1997-12-05,983.789978,10.69,1.099,983.789978,0.0
17557,1997-12-08,982.369995,-1.42,-0.144,983.789978,-0.144
17558,1997-12-09,975.780029,-6.59,-0.671,983.789978,-0.814
17559,1997-12-10,969.789978,-5.9901,-0.614,983.789978,-1.423
17560,1997-12-11,954.940002,-14.85,-1.531,983.789978,-2.933
17561,1997-12-12,953.390015,-1.55,-0.162,983.789978,-3.09
17562,1997-12-15,963.390015,10.0,1.049,983.789978,-2.074
17563,1997-12-16,968.039978,4.65,0.483,983.789978,-1.601
17564,1997-12-17,965.539978,-2.5,-0.258,983.789978,-1.855
17565,1997-12-18,955.299988,-10.24,-1.061,983.789978,-2.896
17566,1997-12-19,946.780029,-8.52,-0.892,983.789978,-3.762
17567,1997-12-22,953.700012,6.92,0.731,983.789978,-3.059
17568,1997-12-23,939.130005,-14.57,-1.528,983.789978,-4.54
17569,1997-12-24,932.700012,-6.43,-0.685,983.789978,-5.193
17570,1997-12-26,936.460022,3.76,0.403,983.789978,-4.811
17571,1997-12-29,953.349976,16.89,1.804,983.789978,-3.094
17572,1997-12-30,970.840027,17.4901,1.835,983.789978,-1.316
17573,1997-12-31,970.429993,-0.41,-0.042,983.789978,-1.358
17574,1998-01-02,975.039978,4.61,0.475,983.789978,-0.889
17575,1998-01-05,977.070007,2.03,0.208,983.789978,-0.683
17576,1998-01-06,966.580017,-10.49,-1.074,983.789978,-1.749
17577,1998-01-07,964.0,-2.58,-0.267,983.789978,-2.012
17578,1998-01-08,956.049988,-7.95,-0.825,983.789978,-2.82
17579,1998-01-09,927.690002,-28.36,-2.966,983.789978,-5.702
17580,1998-01-12,939.210022,11.52,1.242,983.789978,-4.531
17581,1998-01-13,952.119995,12.91,1.375,983.789978,-3.219
17582,1998-01-14,957.940002,5.82,0.611,983.789978,-2.628
